elf_sha256=d791c8042d2ed0ceae4eecbd94782e0cb29c2c3e791c6bd00601007b13b7488d
payload_bytes=25025 payload_sha256=ae25427c2b468c8f36df094df5be611f128db78f6e616a0ec762665105d1fdc9 transport=http
WIFI READY 192.168.169.176 80 i2s=gpio13,18,21,25 heap_free=117268
LOADED bytes=25025 pixels=452 heap=35260 us=10283
transfer_seconds=0.390
LOADED bytes=25025 pixels=452 heap=35452 us=9402
transfer_seconds=0.157
LOADED bytes=25025 pixels=452 heap=35452 us=10757
transfer_seconds=0.171
VERIFIED HTTP authorization rejection
REJECT Version
REJECT Limit
REJECT Checksum
VERIFIED concurrent HTTP upload rejection
VERIFIED interrupted HTTP upload disconnect
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1847 eval_max_us=2329 encode_avg_us=2470 encode_max_us=2919 dma_wait_avg_us=1961 dma_wait_max_us=2428 total_avg_us=6339 total_max_us=6761 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1854 eval_max_us=2373 encode_avg_us=2463 encode_max_us=2845 dma_wait_avg_us=1953 dma_wait_max_us=2020 total_avg_us=6333 total_max_us=6405 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1847 eval_max_us=2288 encode_avg_us=2467 encode_max_us=2890 dma_wait_avg_us=1958 dma_wait_max_us=2019 total_avg_us=6332 total_max_us=6393 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1847 eval_max_us=2371 encode_avg_us=2463 encode_max_us=2871 dma_wait_avg_us=1962 dma_wait_max_us=2017 total_avg_us=6332 total_max_us=6392 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1849 eval_max_us=2332 encode_avg_us=2465 encode_max_us=2853 dma_wait_avg_us=1958 dma_wait_max_us=2021 total_avg_us=6332 total_max_us=6405 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1847 eval_max_us=2304 encode_avg_us=2466 encode_max_us=2878 dma_wait_avg_us=1961 dma_wait_max_us=2276 total_avg_us=6336 total_max_us=6609 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1851 eval_max_us=2488 encode_avg_us=2466 encode_max_us=2888 dma_wait_avg_us=1954 dma_wait_max_us=2021 total_avg_us=6332 total_max_us=6413 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1845 eval_max_us=2334 encode_avg_us=2465 encode_max_us=2893 dma_wait_avg_us=1963 dma_wait_max_us=2301 total_avg_us=6335 total_max_us=6639 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1849 eval_max_us=2302 encode_avg_us=2462 encode_max_us=2857 dma_wait_avg_us=1962 dma_wait_max_us=2315 total_avg_us=6334 total_max_us=6652 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1846 eval_max_us=2336 encode_avg_us=2469 encode_max_us=2890 dma_wait_avg_us=1955 dma_wait_max_us=2014 total_avg_us=6333 total_max_us=6401 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1846 eval_max_us=2331 encode_avg_us=2470 encode_max_us=2892 dma_wait_avg_us=1959 dma_wait_max_us=2390 total_avg_us=6335 total_max_us=6727 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1844 eval_max_us=2293 encode_avg_us=2465 encode_max_us=2865 dma_wait_avg_us=1965 dma_wait_max_us=2366 total_avg_us=6335 total_max_us=6700 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1847 eval_max_us=2328 encode_avg_us=2463 encode_max_us=2885 dma_wait_avg_us=1964 dma_wait_max_us=2417 total_avg_us=6337 total_max_us=6758 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1843 eval_max_us=2295 encode_avg_us=2463 encode_max_us=2930 dma_wait_avg_us=1964 dma_wait_max_us=2019 total_avg_us=6331 total_max_us=6378 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1849 eval_max_us=2340 encode_avg_us=2470 encode_max_us=2908 dma_wait_avg_us=1952 dma_wait_max_us=2022 total_avg_us=6334 total_max_us=6491 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1845 eval_max_us=2337 encode_avg_us=2467 encode_max_us=2892 dma_wait_avg_us=1961 dma_wait_max_us=2201 total_avg_us=6335 total_max_us=6531 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1851 eval_max_us=2325 encode_avg_us=2469 encode_max_us=2932 dma_wait_avg_us=1953 dma_wait_max_us=2438 total_avg_us=6336 total_max_us=6776 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1850 eval_max_us=2308 encode_avg_us=2466 encode_max_us=2890 dma_wait_avg_us=1955 dma_wait_max_us=2020 total_avg_us=6333 total_max_us=6477 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1845 eval_max_us=2293 encode_avg_us=2470 encode_max_us=2889 dma_wait_avg_us=1958 dma_wait_max_us=2280 total_avg_us=6335 total_max_us=6621 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1843 eval_max_us=2299 encode_avg_us=2466 encode_max_us=2886 dma_wait_avg_us=1964 dma_wait_max_us=2271 total_avg_us=6335 total_max_us=6604 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1852 eval_max_us=2389 encode_avg_us=2465 encode_max_us=2888 dma_wait_avg_us=1954 dma_wait_max_us=2019 total_avg_us=6333 total_max_us=6401 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1842 eval_max_us=2334 encode_avg_us=2463 encode_max_us=2853 dma_wait_avg_us=1968 dma_wait_max_us=2013 total_avg_us=6334 total_max_us=6541 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1846 eval_max_us=2325 encode_avg_us=2462 encode_max_us=2894 dma_wait_avg_us=1964 dma_wait_max_us=2019 total_avg_us=6332 total_max_us=6498 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1846 eval_max_us=2314 encode_avg_us=2468 encode_max_us=2944 dma_wait_avg_us=1958 dma_wait_max_us=2019 total_avg_us=6333 total_max_us=6510 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1847 eval_max_us=2328 encode_avg_us=2466 encode_max_us=2867 dma_wait_avg_us=1961 dma_wait_max_us=2256 total_avg_us=6335 total_max_us=6585 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1851 eval_max_us=2328 encode_avg_us=2465 encode_max_us=2892 dma_wait_avg_us=1955 dma_wait_max_us=2017 total_avg_us=6335 total_max_us=6792 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1846 eval_max_us=2331 encode_avg_us=2466 encode_max_us=2891 dma_wait_avg_us=1960 dma_wait_max_us=2126 total_avg_us=6332 total_max_us=6453 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1850 eval_max_us=2323 encode_avg_us=2467 encode_max_us=2909 dma_wait_avg_us=1957 dma_wait_max_us=2268 total_avg_us=6333 total_max_us=6608 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1844 eval_max_us=2291 encode_avg_us=2463 encode_max_us=2887 dma_wait_avg_us=1967 dma_wait_max_us=2339 total_avg_us=6334 total_max_us=6672 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1848 eval_max_us=2329 encode_avg_us=2461 encode_max_us=2857 dma_wait_avg_us=1963 dma_wait_max_us=2019 total_avg_us=6331 total_max_us=6380 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1847 eval_max_us=2331 encode_avg_us=2465 encode_max_us=2871 dma_wait_avg_us=1959 dma_wait_max_us=2017 total_avg_us=6333 total_max_us=6486 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1845 eval_max_us=2334 encode_avg_us=2465 encode_max_us=2902 dma_wait_avg_us=1963 dma_wait_max_us=2209 total_avg_us=6332 total_max_us=6544 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1850 eval_max_us=2332 encode_avg_us=2463 encode_max_us=2888 dma_wait_avg_us=1958 dma_wait_max_us=2013 total_avg_us=6332 total_max_us=6400 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1951 eval_max_us=4362 encode_avg_us=2467 encode_max_us=2890 dma_wait_avg_us=1865 dma_wait_max_us=2374 total_avg_us=6345 total_max_us=6898 heap_free=81620
PLAYBACK core=1 frames=120 missed=95 eval_avg_us=6014 eval_max_us=7059 encode_avg_us=2464 encode_max_us=2873 dma_wait_avg_us=19 dma_wait_max_us=40 total_avg_us=8538 total_max_us=9624 heap_free=81620
PLAYBACK core=1 frames=120 missed=85 eval_avg_us=5142 eval_max_us=6817 encode_avg_us=2469 encode_max_us=2873 dma_wait_avg_us=485 dma_wait_max_us=2005 total_avg_us=8141 total_max_us=9518 heap_free=81620
PLAYBACK core=1 frames=120 missed=3 eval_avg_us=1997 eval_max_us=6760 encode_avg_us=2463 encode_max_us=2860 dma_wait_avg_us=1882 dma_wait_max_us=2367 total_avg_us=6403 total_max_us=9293 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1846 eval_max_us=2311 encode_avg_us=2469 encode_max_us=2883 dma_wait_avg_us=1960 dma_wait_max_us=2413 total_avg_us=6335 total_max_us=6744 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1843 eval_max_us=2287 encode_avg_us=2466 encode_max_us=2894 dma_wait_avg_us=1964 dma_wait_max_us=2274 total_avg_us=6333 total_max_us=6605 heap_free=81608
